Date,Year,Category,Payee,Description,Location,Zip Code,Type,Trx Numbers,Amount,,
4/24/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,5052.6,,
5/2/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,3460.6,,
9/1/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,5519.8,,
2/8/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,2016,,
9/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,4536,,
5/18/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,1247.4,,
3/17/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,4882.5,,
10/11/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,6220.5,,
5/1/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,13685.1,,
2/15/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,189,,
9/28/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,4057.2,,
1/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,3446.3,,
3/23/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,6563.7,,
3/27/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,2425.5,,
12/9/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,4428.9,,
5/31/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,2660,,
2/15/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,5764.5,,
1/30/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,3360,,
5/20/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,4504.5,,
5/6/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,2412.9,,
9/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,4089.8,,
7/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4447.8,,
7/28/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,926.1,,
10/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,2345.2,,
12/28/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,6160,,
7/14/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,686.4,,
3/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,9066.2,,
5/8/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,4170.6,,
10/1/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,1201.2,,
1/22/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,10195.9,,
1/15/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,3517.8,,
5/28/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,4819.1,,
6/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,8594.3,,
12/24/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,5701.5,,
5/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,378,,
5/19/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,6054.3,,
3/13/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,14042.6,,
3/19/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6149,,
1/22/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,3903.9,,
4/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,7335.9,,
2/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5298.3,,
12/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,756,,
5/3/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 8,94020,Cash in,,9252.1,,
12/13/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,7936.5,,
1/5/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,6010.2,,
4/16/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,798,,
5/11/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,11754.6,,
12/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,3231.8,,
7/14/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,9752.6,,
3/27/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,4466.7,,
3/29/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,3345.3,,
2/7/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,2192.4,,
11/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 7,94025,Cash out,,2443,,
2/3/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,13899.6,,
7/27/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,1373.4,,
6/4/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,8751.6,,
5/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,2085.3,,
5/25/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,1581.3,,
5/28/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 8,94020,Cash out,,5468.4,,
7/5/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,6163.3,,
2/12/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,4418.7,,
7/27/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,7478.9,,
9/15/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,10739.3,,
7/26/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,1158.3,,
3/21/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,13871,,
1/9/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,5348.2,,
3/23/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,592.2,,
1/13/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 6,94002,Cash in,,2473.9,,
12/25/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,5928.3,,
5/4/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,1600.2,,
6/20/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 2,94020,Cash out,,1449,,
5/29/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 10,94070,Cash out,,5467,,
3/28/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,2516.8,,
1/14/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,7493.2,,
6/12/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,1518.3,,
5/11/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 10,94070,Cash in,,1001,,
5/27/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,1178.1,,
6/8/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,3168.9,,
3/19/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,12012,,
3/16/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,286,,
9/1/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,1472.9,,
8/5/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 9,22180,Cash in,,5391.1,,
8/30/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,6435,,
5/4/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,3729.6,,
2/17/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1449,,
1/25/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,5840.1,,
5/21/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,5380.2,,
9/29/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,271.7,,
2/6/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,3250.8,,
7/11/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 5,94401,Cash out,,5550.3,,
6/27/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,3875.3,,
7/23/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,10052.9,,
9/19/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,5319.6,,
4/13/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,1501.5,,
7/16/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,3246.1,,
1/17/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,2041.2,,
2/10/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,4290,,
5/18/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,4422.6,,
4/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,1726.2,,
1/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,3346.2,,
4/30/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,1442,,
2/28/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,3717,,
5/14/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,7421.7,,
12/6/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,9094.8,,
1/17/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,774.9,,
5/7/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,781.2,,
11/20/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,13470.6,,
12/8/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,11096.8,,
5/23/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,554.4,,
10/12/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,4718.7,,
1/4/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,2028.6,,
4/9/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,5502,,
5/27/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,4825.8,,
7/29/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 9,22180,Cash out,,5720.4,,
5/2/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,1172.6,,
2/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,5362,,
4/16/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,1222.2,,
3/23/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,9066.2,,
6/26/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,2866.5,,
2/3/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 7,94025,Cash out,,869.4,,
10/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,6274.8,,
10/2/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,1474.2,,
3/27/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,6041.7,,
7/25/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,13828.1,,
3/4/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5600.7,,
7/24/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,4876.3,,
4/25/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,6650,,
1/7/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 4,94404,Cash out,,1014.3,,
5/7/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,491.4,,
5/8/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,12841.4,,
3/29/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 10,94070,Cash in,,529.1,,
10/17/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 9,22180,Cash in,,6563.7,,
2/14/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,1997.1,,
4/10/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 5,94401,Cash out,,264.6,,
3/31/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,4390.1,,
5/31/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,8608.6,,
1/16/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,4518.8,,
11/10/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,3074.4,,
3/26/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,9709.7,,
5/6/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,6148.8,,
2/14/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 10,94070,Cash out,,4662,,
9/20/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,4648,,
4/13/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,1871.1,,
6/14/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,2016.3,,
3/30/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,2555,,
4/26/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 6,94002,Cash out,,1260,,
12/30/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,9109.1,,
7/9/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,1113,,
3/19/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 6,94002,Cash in,,629.2,,
10/4/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 3,94003,Cash out,,4914,,
6/25/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,5260.5,,
4/2/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,5877.3,,
4/2/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,10000,,
9/8/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 7,94025,Cash in,,12855.7,,
9/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,3066,,
7/9/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 4,94404,Cash out,,1530.9,,
5/6/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,1701.7,,
10/7/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,5323.5,,
11/1/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1959.3,,
1/6/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 2,94020,Cash in,,5891.6,,
4/30/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,2368.8,,
3/4/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,1965.6,,
7/20/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 5,94401,Cash out,,144.9,,
10/21/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,2429,,
12/28/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 3,94003,Cash in,,10682.1,,
1/11/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,3698.1,,
5/18/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 2,94020,Cash in,,4118.4,,
6/12/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,12555.4,,
5/31/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,12483.9,,
10/26/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,5273.1,,
9/22/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,1323,,
3/31/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 2,94020,Cash in,,11540.1,,
7/31/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,1782.9,,
3/3/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 2,94020,Cash out,,5159.7,,
7/31/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,4977,,
6/7/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 7,94025,Cash out,,3105.9,,
6/1/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 10,94070,Cash in,,3146,,
2/21/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,3798.9,,
6/28/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,3773.7,,
4/7/2023,2023,Revenue,In-Store Sales,Hot Coffee,Blue Pot 3,94003,Cash in,,6177.6,,
1/10/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,4095,,
9/10/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 4,94404,Cash in,,2245.1,,
6/8/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,1316.7,,
12/8/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 6,94002,Cash out,,239.4,,
12/5/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,4328.1,,
4/6/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,6249.6,,
12/4/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,1707.3,,
6/13/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,4680.9,93618,
11/26/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 7,94025,Cash in,,7278.7,,
5/13/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,4649.4,92988,
5/8/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,4586.4,,
2/25/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,409.5,,
5/24/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 4,94404,Cash in,,10839.4,,
3/21/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 7,94025,Cash in,,4418.7,,
1/4/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,2444.4,,
6/2/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 9,22180,Cash in,,11668.8,,
8/27/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 5,94401,Cash in,,6949.8,,
6/28/2023,2023,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 2,94020,Cash out,,5733,,
4/20/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 4,94404,Cash out,,4687.2,,
12/3/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 5,94401,Cash out,,94.5,,
8/3/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,2375.1,,
6/30/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 3,94003,Cash in,,7049.9,,
6/17/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 9,22180,Cash out,,5720.4,,
2/20/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,3981.6,,
3/9/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,2674,,
5/12/2023,2023,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,6292,,
3/16/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 5,94401,Cash out,,1722,,
11/28/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,5562.9,,
7/7/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,6106.1,,
5/31/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 1,94070,Cash in,,7378.8,,
7/30/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 1,94070,Cash out,,6079.5,,
12/20/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 1,94070,Cash in,,2116.4,,
2/6/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 4,94404,Cash out,,6211.8,,
3/12/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 2,94020,Cash out,,3168.9,,
6/15/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 3,94003,Cash out,,4737.6,,
5/16/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,5474.7,,
3/29/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,252,,
4/6/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 5,94401,Cash in,,11897.6,,
7/16/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3704.4,,
5/7/2022,2022,Cost,Local Dairy,Milk and Cream Purchase,Blue Pot 8,94020,Cash out,,3383.1,,
10/18/2022,2022,Expense,Utility Company,Electricity Bill,Blue Pot 6,94002,Cash out,,6111,,
4/26/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,13770.9,,
6/23/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 2,94020,Cash out,,4732,,
5/13/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 9,22180,Cash out,,4473,,
6/5/2023,2023,Expense,Utility Company,Electricity Bill,Blue Pot 4,94404,Cash out,,1568,,
12/23/2022,2022,Revenue,In-Store Sales,Hot Coffee,Blue Pot 4,94404,Cash in,,12483.9,,
7/22/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 1,94070,Cash in,,13642.2,,
1/27/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,3502.8,,
4/23/2023,2023,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 3,94003,Cash out,,5859,,
9/3/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,3003,,
1/18/2023,2023,Revenue,In-Store Sales,Iced Coffee,Blue Pot 8,94020,Cash in,,4046.9,,
11/10/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 6,94002,Cash out,,2362.5,,
1/26/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,384.3,,
11/28/2022,2022,Revenue,In-Store Sales,Iced Coffee,Blue Pot 6,94002,Cash in,,5176.6,,
5/27/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 8,94020,Cash out,,5783.4,,
3/27/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 8,94020,Cash out,,4743.9,,
12/18/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 7,94025,Cash out,,2557.8,,
4/17/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,1266.3,,
1/24/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 5,94401,Cash in,,13270.4,,
4/29/2023,2023,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 3,94003,Cash out,,3887.1,,
9/15/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 10,94070,Cash out,,2942.1,,
2/5/2022,2022,Cost,Coffee Supplier,Coffee Beans Purchase,Blue Pot 1,94070,Cash out,,1738.8,,
11/25/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 1,94070,Cash out,,6003.9,,
3/16/2022,2022,Revenue,Online Orders,Website Sales,Blue Pot 8,94020,Cash in,,12984.4,,
8/5/2022,2022,Cost,Equipment Supplier,Espresso Machine Purchase,Blue Pot 7,94025,Cash out,,422.1,,
5/6/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 6,94002,Cash out,,5764.5,,
7/8/2022,2022,Cost,Local Bakery,Purchase of Pastries,Blue Pot 10,94070,Cash out,,6003.9,,
6/2/2023,2023,Cost,Local Bakery,Purchase of Pastries,Blue Pot 1,94070,Cash out,,5783.4,,
